Sentence #,Word,POS,Tag
,Permian,NNP,I-geo
,ice,NN,O
,miscellaneous,JJ,B-nat
,conglomerate,NN,I-nat
,:,:,O
,A,DT,O
,case,NN,O
,study,NN,O
,of,IN,O
,Gangma,NNP,O
,Co,NNP,O
,area,NN,O
,",",",",O
,Qiangtang,NNP,B-geo
,",",",",O
,Tibetan,NNP,O
,Plateau,NNP,O
,:,:,O
,Geological,NNP,O
,Bulletin,NNP,O
,of,IN,O
,China,NNP,O
,",",",",O
,v31,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 811,Hu,NNP,O
,",",",",O
,P.Y.,NNP,O
,",",",",O
,Li,NNP,O
,",",",",O
,C.,NNP,O
,",",",",O
,Wang,NNP,O
,",",",",O
,M.,NNP,O
,",",",",O
,Xie,NNP,O
,",",",",O
,C.M.,NNP,O
,",",",",O
,and,CC,O
,Wu,NNP,O
,",",",",O
,Y.W.,NNP,O
,",",",",O
,2013,CD,O
,",",",",O
,Cambrian,NNP,B-tim
,volcanism,NNP,O
,in,IN,O
,the,DT,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,",",",",O
,southern,JJ,O
,Tibet,NNP,O
,:,:,O
,Record,NN,O
,of,IN,O
,an,DT,O
,early,JJ,O
,Paleozoic,JJ,B-tim
,Andean,JJ,O
,-,HYPH,O
,type,NN,O
,magmatic,JJ,O
,arc,NN,O
,along,IN,O
,the,DT,O
,Gondwana,NNP,B-geo
,proto,NN,O
,-,HYPH,O
,Tethyan,NN,O
,margin,NN,O
,:,:,O
,Journal,NNP,O
,of,IN,O
,Asian,NNP,O
,Earth,NNP,O
,Sciences,NNPS,O
,",",",",O
,v77,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 812,Jie,NNP,O
,",",",",O
,C.M.,NNP,O
,",",",",O
,Li,NNP,O
,",",",",O
,C.,NNP,O
,",",",",O
,Fan,NNP,O
,",",",",O
,J.J.,NNP,O
,",",",",O
,Wang,NNP,O
,",",",",O
,M.,NNP,O
,",",",",O
,Su,NNP,O
,",",",",O
,L.,NNP,O
,",",",",O
,and,CC,O
,Liu,NNP,O
,",",",",O
,Y.M.,NNP,O
,",",",",O
,2015,CD,O
,",",",",O
,Record,NN,O
,of,IN,O
,Ordovician,NNP,B-tim
,bimodal,JJ,O
,volcanism,NN,O
,in,IN,O
,the,DT,O
,central,JJ,O
,QiangTang,NNP,B-geo
,",",",",O
,northern,JJ,O
,Tibet,NNP,O
,:,:,O
,Insights,NNS,O
,into,IN,O
,the,DT,O
,evolution,NN,O
,of,IN,O
,the,DT,O
,North,NNP,B-geo
,Gondwana,NNP,I-geo
,MarginLithos,NNPS,O
,(,-LRB-,O
,in,IN,O
,press,NN,O
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 813,Li,NNP,O
,",",",",O
,C.,NNP,O
,",",",",O
,1987,CD,O
,",",",",O
,The,DT,O
,Longmucuo,NNP,B-geo
,-,HYPH,I-geo
,Shuanghu,NNP,B-geo
,-,HYPH,I-geo
,Lancangjiang,NNP,B-geo
,plate,NN,O
,suture,NN,O
,and,CC,O
,the,DT,O
,north,NN,O
,boundary,NN,O
,of,IN,O
,distribution,NN,O
,of,IN,O
,Gondwana,NNP,B-geo
,facies,VBZ,O
,Carboniferous,NNP,O
,-,HYPH,B-geo
,Permian,NNP,O
,system,NN,O
,in,IN,O
,northern,JJ,O
,Xizang,NNP,O
,",",",",O
,China,NNP,O
,:,:,O
,Journal,NNP,O
,of,IN,O
,Changchun,NNP,O
,College,NNP,O
,of,IN,O
,Geology,NNP,O
,",",",",O
,v17,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 814,Li,NNP,O
,",",",",O
,C.,NNP,O
,",",",",O
,Zhai,NNP,O
,",",",",O
,Q.G.,NNP,O
,",",",",O
,Dong,NNP,O
,",",",",O
,Y.S.,NNP,B-geo
,",",",",O
,Jiang,NNP,O
,",",",",O
,G.W.,NNP,O
,",",",",O
,Jie,NNP,O
,",",",",O
,C.M.,NNP,O
,",",",",O
,Wu,NNP,O
,",",",",O
,Y.W.,NNP,O
,",",",",O
,and,CC,O
,Wang,NNP,O
,",",",",O
,M.,NNP,O
,",",",",O
,2008a,CD,O
,",",",",O
,Oceanic,NNP,O
,crust,NN,O
,on,IN,O
,the,DT,O
,northern,JJ,O
,margin,NN,O
,of,IN,O
,Gondwana,NNP,B-geo
,每,SYM,O
,Evidence,NN,O
,from,IN,O
,Early,JJ,B-tim
,Paleozoic,JJ,I-tim
,ophiolite,NN,O
,in,IN,O
,central,JJ,O
,Qiangtang,NNP,B-geo
,",",",",O
,Qinghai,NNP,O
,-,HYPH,O
,Tibet,NNP,O
,Plateau,NNP,O
,:,:,O
,Geological,NNP,O
,Bulletin,NNP,O
,of,IN,O
,China,NNP,O
,",",",",O
,v27,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 815,Li,NNP,O
,",",",",O
,J.X.,NNP,O
,",",",",O
,Qin,NNP,O
,",",",",O
,K.Z.,NNP,O
,",",",",O
,Li,NNP,O
,",",",",O
,G.M.,NNP,O
,",",",",O
,Xiao,NNP,O
,",",",",O
,B.,NNP,O
,",",",",O
,Zhao,NNP,O
,",",",",O
,J.Z.,NNP,O
,",",",",O
,and,CC,O
,Chen,NNP,O
,",",",",O
,L.,NNP,O
,",",",",O
,2011b,NN,O
,",",",",O
,Magmatic,JJ,O
,-,HYPH,O
,hydrothermal,JJ,O
,evolution,NN,O
,of,IN,O
,the,DT,O
,Cretaceous,JJ,B-tim
,Duolong,NNP,I-tim
,gold,NN,O
,-,HYPH,O
,rich,JJ,O
,porphyry,NN,O
,copper,NN,O
,deposit,NN,O
,in,IN,O
,the,DT,O
,Bangongco,NNP,O
,metallogenic,JJ,O
,belt,NN,O
,",",",",O
,Tibet,NNP,O
,:,:,O
,Evidence,NN,O
,from,IN,O
,U-Pb,NNP,O
,and,CC,O
,40Ar,NN,O
,/,HYPH,O
,39Ar,NN,O
,geochronology,NN,O
,:,:,O
,Journal,NNP,O
,of,IN,O
,Asian,NNP,O
,Earth,NNP,O
,Sciences,NNPS,O
,",",",",O
,v41,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 816,Wang,NNP,O
,",",",",O
,J.P.,NNP,B-geo
,",",",",O
,Liu,NNP,O
,",",",",O
,Y.M.,NNP,O
,",",",",O
,Li,NNP,O
,",",",",O
,Q.S.,NNP,B-geo
,",",",",O
,Yue,NNP,O
,",",",",O
,G.G.,NNP,O
,",",",",O
,and,CC,O
,Pei,NNP,O
,",",",",O
,F.,NNP,O
,",",",",O
,2002,CD,O
,",",",",O
,Stratigraphic,NNP,B-nat
,division,NN,O
,and,CC,O
,geological,JJ,O
,significance,NN,O
,of,IN,O
,the,DT,O
,Jurassic,JJ,B-tim
,cover,NN,O
,sediments,NNS,O
,in,IN,O
,the,DT,O
,eastern,JJ,O
,sector,NN,O
,of,IN,O
,the,DT,O
,Bangong,NNP,B-geo
,Lake,NNP,I-geo
,每,HYPH,O
,Dengqen,NNP,O
,ophiolite,NN,O
,belt,NN,O
,in,IN,O
,Tibet,NNP,O
,:,:,O
,Geological,NNP,O
,Bulletin,NNP,O
,of,IN,O
,China,NNP,O
,",",",",O
,v21,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 817,Wu,NNP,O
,",",",",O
,H.,NNP,O
,",",",",O
,Li,NNP,O
,",",",",O
,C.,NNP,O
,",",",",O
,Hu,NNP,O
,",",",",O
,P.Y.,NNP,O
,",",",",O
,and,CC,O
,Li,NNP,O
,",",",",O
,X.K.,NNP,O
,",",",",O
,2014,CD,O
,",",",",O
,Early,RB,B-tim
,Cretaceous,JJ,I-tim
,(,-LRB-,O
,100,CD,O
,每,SYM,O
,105,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,adakitic,JJ,O
,magmatism,NN,O
,in,IN,O
,the,DT,O
,Dachagou,NNP,B-geo
,area,NN,O
,",",",",O
,northern,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,",",",",O
,Tibet,NNP,O
,:,:,O
,Implications,NNS,O
,for,IN,O
,the,DT,O
,Bangong,NNP,B-geo
,-,HYPH,I-geo
,Nujiang,NNP,B-geo
,ocean,NN,O
,subduction,NN,O
,and,CC,O
,slab,NN,O
,break,NN,O
,-,HYPH,B-geo
,off,NN,O
,:,:,O
,International,NNP,O
,Geology,NNP,O
,Review,NNP,O
,",",",",O
,p1,NN,O
,每,SYM,O
,17,CD,O
,.,.,O
Sentence: 818,Wu,NNP,O
,",",",",O
,Y.W.,NNP,O
,",",",",O
,2013,CD,O
,",",",",O
,The,DT,O
,evolution,NN,O
,record,NN,O
,of,IN,O
,Longmuco,NNP,B-geo
,-,HYPH,I-geo
,ShuanghuLancang,NNP,B-geo
,ocean,NN,O
,每,SYM,O
,Cambrian,NNP,O
,-,HYPH,B-geo
,Permian,NNP,O
,ophiolites,NNS,B-tim
,[,-LRB-,I-tim
,PHD,NN,O
,thesis,NN,O
,of,IN,O
,Jilin,NNP,O
,University,NNP,O
,],-RRB-,O
,:,:,O
,p1,CD,O
,每,SYM,O
,251,CD,O
,.,.,O
Sentence: 819,Xia,NNP,O
,",",",",O
,J.,NNP,O
,",",",",O
,Wang,NNP,O
,",",",",O
,L.T.,NNP,B-geo
,",",",",O
,Zhong,NNP,B-geo
,",",",",O
,H.M.,NNP,B-geo
,",",",",O
,Tong,NNP,O
,",",",",O
,J.S.,NNP,B-geo
,",",",",O
,Lu,NNP,O
,",",",",O
,R.K.,NNP,O
,",",",",O
,and,CC,O
,Wang,NNP,O
,",",",",O
,M.,NNP,O
,",",",",O
,2009,CD,O
,",",",",O
,Discovery,NNP,O
,of,IN,O
,large,JJ,O
,-,HYPH,B-geo
,scale,NN,O
,Silurian,JJ,B-tim
,ancient,JJ,B-nat
,delta,NN,I-nat
,deposition,NN,B-nat
,system,NN,I-nat
,in,IN,O
,Longmu,NNP,B-geo
,Co,NNP,I-geo
,area,NN,O
,",",",",O
,Qinghai,NNP,B-geo
,-,HYPH,I-geo
,Tibet,NNP,B-geo
,Plateau,NNP,I-geo
,",",",",O
,China,NNP,O
,and,CC,O
,its,PRP$,O
,significance,NN,O
,:,:,O
,Geology,NNP,O
,Bulletin,NNP,O
,of,IN,O
,China,NNP,O
,",",",",O
,v28,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 820,Xie,NNP,O
,",",",",O
,G.G.,NNP,B-geo
,",",",",O
,Mo,NNP,O
,",",",",O
,X.X.,NNP,O
,",",",",O
,Zhao,NNP,O
,",",",",O
,Z.D.,NNP,O
,",",",",O
,and,CC,O
,Dong,NNP,O
,",",",",O
,G.C.,NNP,O
,",",",",O
,2009,CD,O
,",",",",O
,Jurassie,NN,O
,每,HYPH,O
,Cretaceous,JJ,O
,sedimentation,NN,O
,and,CC,O
,evolution,NN,O
,of,IN,O
,ancient,JJ,O
,oceanic,JJ,O
,basin,NN,O
,in,IN,O
,Bangong,NNP,B-geo
,Lake,NNP,I-geo
,Area,NNP,B-geo
,:,:,O
,Earth,NNP,O
,Science,NNP,O
,Frontiers,NNP,O
,",",",",O
,v16,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 821,Zhai,NNP,O
,",",",",O
,Q.,NNP,O
,-,HYPH,O
,G.,NNP,O
,",",",",O
,Jahn,NNP,O
,",",",",O
,B.,NNP,O
,-,HYPH,O
,M.,NNP,O
,",",",",O
,Wang,NNP,O
,",",",",O
,J.,NNP,O
,",",",",O
,Su,NNP,O
,",",",",O
,L.,NNP,O
,",",",",O
,Mo,NNP,O
,",",",",O
,-,",",O
,X.,NNP,O
,-,HYPH,O
,X.,NNP,O
,",",",",O
,Wang,NNP,O
,",",",",O
,K.,NNP,O
,-,HYPH,O
,L.,NNP,O
,",",",",O
,Tang,NNP,O
,",",",",O
,S.,NNP,O
,-,HYPH,O
,H.,NNP,O
,",",",",O
,and,CC,O
,Lee,NNP,O
,",",",",O
,H.,NNP,O
,-,HYPH,O
,Y.,NNP,O
,",",",",O
,2013,CD,O
,",",",",O
,The,DT,O
,Carboniferous,NNP,B-tim
,ophiolite,NN,O
,in,IN,O
,the,DT,O
,middle,NN,O
,of,IN,O
,the,DT,O
,Qiangtang,NNP,B-geo
,terrane,NN,O
,",",",",O
,Northern,NNP,B-geo
,Tibet,NNP,O
,:,:,O
,SHRIMP,NN,O
,U,NN,O
,每,HYPH,O
,Pb,NN,O
,dating,NN,O
,",",",",O
,geochemical,JJ,O
,and,CC,O
,Sr,JJ,O
,每,HYPH,O
,Nd,NN,O
,每,HYPH,O
,Hf,NN,O
,isotopic,JJ,O
,characteristics,NNS,O
,:,:,O
,Lithos,NNP,O
,",",",",O
,v168,NN,O
,-,HYPH,O
,169,CD,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 822,Zhai,NNP,O
,",",",",O
,Q.G.,NNP,B-geo
,",",",",O
,Wang,NNP,O
,",",",",O
,J.,NNP,O
,",",",",O
,Li,NNP,O
,",",",",O
,C.,NNP,O
,",",",",O
,and,CC,O
,Su,NNP,O
,",",",",O
,L.,NNP,O
,",",",",O
,2010,CD,O
,",",",",O
,SHRIMP,NN,O
,U-Pb,JJ,O
,dating,NN,O
,and,CC,O
,Hf,NN,O
,isotopic,JJ,O
,analyses,NNS,O
,of,IN,O
,Middle,NNP,O
,Ordovician,NNP,B-tim
,meta,NN,O
,-,HYPH,O
,cumulate,JJ,O
,gabbro,NN,B-nat
,in,IN,O
,central,JJ,O
,Qiangtang,NNP,B-geo
,",",",",O
,northern,JJ,O
,Tibetan,NNP,O
,Plateau,NNP,O
,:,:,O
,Science,NNP,O
,China,NNP,O
,Earth,NNP,O
,Sciences,NNPS,O
,",",",",O
,v53,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 823,Zhu,NNP,O
,",",",",O
,D.C.,NNP,B-geo
,",",",",O
,Pan,NNP,O
,",",",",O
,G.T.,NNP,B-geo
,",",",",O
,Mo,NNP,O
,",",",",O
,X.X.,NNP,O
,",",",",O
,Wang,NNP,O
,",",",",O
,L.Q.,NNP,B-geo
,",",",",O
,Zhao,NNP,O
,",",",",O
,Z.D.,NNP,O
,",",",",O
,Liao,NNP,O
,",",",",O
,Z.L.,NNP,O
,",",",",O
,Geng,NNP,O
,",",",",O
,Q.R.,NNP,O
,",",",",O
,and,CC,O
,Dong,NNP,O
,",",",",O
,G.C.,NNP,O
,",",",",O
,2006,CD,O
,",",",",O
,Identification,NN,O
,for,IN,O
,the,DT,O
,Mesozoic,JJ,B-tim
,OIB,NN,O
,-,HYPH,O
,type,NN,O
,basalts,NNS,O
,in,IN,O
,central,JJ,O
,Qinghai,NNP,O
,每,HYPH,O
,Tibetan,NNP,O
,plateau,NN,O
,:,:,O
,Geochronology,NNP,O
,",",",",O
,Geochemistry,NNP,B-nat
,and,CC,O
,their,PRP$,O
,tectonic,JJ,O
,setting,NN,O
,:,:,O
,Acta,NNP,O
,Geol,NNP,O
,Sinica,NNP,O
,",",",",O
,v80,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 824,Numerous,JJ,O
,researchers,NNS,O
,have,VBP,O
,postulated,VBN,O
,that,IN,O
,northern,JJ,O
,India,NNP,O
,was,VBD,O
,involved,VBN,O
,in,IN,O
,ophiolite,NN,O
,obduction,NN,O
,",",",",O
,arc,NN,O
,每,HYPH,O
,continent,NN,O
,",",",",O
,or,CC,O
,continent,NN,O
,每,HYPH,O
,continent,NN,O
,collision,NN,O
,during,IN,O
,the,DT,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,or,CC,O
,Early,JJ,B-tim
,Paleocene,NN,I-tim
,",",",",O
,but,CC,O
,firm,JJ,O
,geological,JJ,O
,evidence,NN,O
,was,VBD,O
,never,RB,O
,producedIn,VB,O
,this,DT,O
,article,NN,O
,we,PRP,O
,argue,VBP,O
,against,IN,O
,orogenic,JJ,O
,events,NNS,O
,predating,VBG,O
,the,DT,O
,Late,JJ,B-tim
,Paleocene,NN,I-tim
,",",",",O
,when,WRB,O
,the,DT,O
,Neotethys,NNP,B-geo
,Ocean,NNP,I-geo
,was,VBD,O
,still,RB,O
,open,JJ,O
,.,.,O
Sentence: 825,In,IN,O
,this,DT,O
,article,NN,O
,we,PRP,O
,argue,VBP,O
,against,IN,O
,orogenic,JJ,O
,events,NNS,O
,predating,VBG,O
,the,DT,O
,Late,JJ,B-tim
,Paleocene,NN,I-tim
,",",",",O
,when,WRB,O
,the,DT,O
,Neotethys,NNP,B-geo
,Ocean,NNP,I-geo
,was,VBD,O
,still,RB,O
,openThe,JJ,O
,Tethys,NNS,O
,Himalayan,JJ,O
,sedimentary,JJ,B-nat
,record,NN,I-nat
,testifies,VBZ,B-nat
,to,IN,O
,anorogenic,JJ,O
,evolution,NN,O
,",",",",O
,primarily,RB,O
,controlled,VBN,O
,by,IN,O
,dynamic,JJ,B-nat
,uplift,NN,I-nat
,of,IN,O
,the,DT,O
,passive,JJ,O
,margin,NN,O
,prior,JJ,O
,to,IN,O
,the,DT,O
,massive,JJ,B-nat
,outburst,NN,I-nat
,of,IN,O
,Deccan,NNP,O
,lavas,NNS,O
,and,CC,O
,eventually,RB,O
,followed,VBN,O
,by,IN,O
,thermal,JJ,O
,subsidence,NN,O
,.,.,O
Sentence: 826,magmatic,JJ,O
,episode,NN,O
,started,VBD,O
,to,TO,O
,affect,VB,O
,the,DT,O
,base,NN,O
,of,IN,O
,the,DT,O
,Indian,JJ,O
,Plate,NN,O
,in,IN,O
,the,DT,O
,Campanian,NNP,B-tim
,or,CC,O
,possibly,RB,O
,even,RB,O
,in,IN,O
,the,DT,O
,Santonian,NNP,B-geo
,",",",",O
,10,CD,O
,to,TO,O
,20,CD,B-tim
,Ma,NN,I-tim
,before,IN,O
,the,DT,O
,climax,NN,O
,of,IN,O
,Deccan,NNP,O
,flood,NN,O
,-,HYPH,O
,basalt,NN,O
,eruptionsThe,NN,B-nat
,abrupt,JJ,O
,increase,NN,O
,in,IN,O
,siliciclastic,JJ,O
,supply,NN,O
,and,CC,O
,accumulation,NN,O
,rates,NNS,O
,recorded,VBN,O
,in,IN,O
,sedimentary,JJ,B-nat
,basins,NNS,I-nat
,all,RB,O
,around,IN,O
,the,DT,O
,Indian,JJ,O
,subcontinent,NN,O
,during,IN,O
,the,DT,O
,Maastrichtian,NNP,B-tim
,was,VBD,O
,followed,VBN,O
,by,IN,O
,progradation,NN,O
,of,IN,O
,coastal,JJ,B-nat
,quartzarenites,NNS,I-nat
,along,IN,O
,the,DT,O
,northern,JJ,O
,Indian,JJ,O
,margin,NN,O
,in,IN,O
,the,DT,O
,Early,JJ,B-tim
,Paleocene,NN,I-tim
,.,.,O
Sentence: 827,The,DT,O
,abrupt,JJ,O
,increase,NN,O
,in,IN,O
,siliciclastic,JJ,O
,supply,NN,O
,and,CC,O
,accumulation,NN,O
,rates,NNS,O
,recorded,VBN,O
,in,IN,O
,sedimentary,JJ,B-nat
,basins,NNS,I-nat
,all,RB,O
,around,IN,O
,the,DT,O
,Indian,JJ,O
,subcontinent,NN,O
,during,IN,O
,the,DT,O
,Maastrichtian,NNP,B-tim
,was,VBD,O
,followed,VBN,O
,by,IN,O
,progradation,NN,O
,of,IN,O
,coastal,JJ,B-nat
,quartzarenites,NNS,I-nat
,along,IN,O
,the,DT,O
,northern,JJ,O
,Indian,JJ,O
,margin,NN,O
,in,IN,O
,the,DT,O
,Early,JJ,B-tim
,PaleoceneSandstones,NNPS,I-tim
,derived,VBN,O
,from,IN,O
,the,DT,O
,rejuvenated,JJ,O
,craton,NN,O
,and,CC,O
,uplifted,JJ,O
,inner,JJ,O
,continental,JJ,O
,margin,NN,O
,in,IN,O
,the,DT,O
,south,NN,O
,are,VBP,O
,dominantly,RB,O
,but,CC,O
,not,RB,O
,exclusively,RB,O
,quartzose,NN,O
,.,.,O
Sentence: 828,Felsitic,JJ,B-nat
,volcanic,JJ,I-nat
,rock,NN,B-nat
,fragments,NNS,I-nat
,and,CC,O
,Cr,NN,O
,-,HYPH,O
,spinels,NNS,O
,",",",",O
,many,JJ,O
,of,IN,O
,which,WDT,O
,with,IN,O
,the,DT,O
,same,JJ,O
,geochemical,JJ,B-nat
,fingerprint,NN,I-nat
,as,IN,O
,Deccan,NNP,O
,spinels,NNS,O
,and,CC,O
,newly,RB,O
,found,VBN,O
,throughout,IN,O
,the,DT,O
,Maastrichtian,NNP,B-tim
,to,TO,O
,Danian,NNP,B-tim
,succession,NN,O
,",",",",O
,resisted,VBD,O
,the,DT,O
,combined,JJ,O
,effect,NN,O
,of,IN,O
,subequatorial,JJ,O
,weathering,VBG,O
,and,CC,O
,subsequent,JJ,O
,diagenesis,NN,O
,",",",",O
,and,CC,O
,testify,VB,O
,that,IN,O
,detritus,NN,O
,from,IN,O
,Deccan,NNP,O
,basalts,NNS,O
,reached,VBD,O
,the,DT,O
,Indian,JJ,O
,passive,JJ,O
,margin,NN,O
,as,RB,O
,far,RB,O
,as,IN,O
,South,NNP,O
,TibetAt,NNP,O
,the,DT,O
,close,NN,O
,of,IN,O
,the,DT,O
,Early,JJ,B-tim
,Paleocene,NNP,I-tim
,India,NNP,B-tim
,drifted,VBD,O
,away,RB,O
,from,IN,O
,the,DT,O
,Seychelles,NNP,O
,block,NN,O
,",",",",O
,and,CC,O
,thermal,JJ,O
,subsidence,NN,O
,led,VBD,O
,to,IN,O
,widespread,JJ,B-nat
,carbonate,NN,I-nat
,deposition,NN,B-nat
,along,IN,O
,the,DT,O
,Tethys,NNP,O
,Himalaya,NNP,B-geo
,.,.,O
Sentence: 829,At,IN,O
,the,DT,O
,close,NN,O
,of,IN,O
,the,DT,O
,Early,JJ,B-tim
,Paleocene,NNP,I-tim
,India,NNP,B-tim
,drifted,VBD,O
,away,RB,O
,from,IN,O
,the,DT,O
,Seychelles,NNP,O
,block,NN,O
,",",",",O
,and,CC,O
,thermal,JJ,O
,subsidence,NN,O
,led,VBD,O
,to,IN,O
,widespread,JJ,B-nat
,carbonate,NN,I-nat
,deposition,NN,B-nat
,along,IN,O
,the,DT,O
,Tethys,NNP,O
,HimalayaThis,NNP,O
,article,NN,O
,illustrates,VBZ,O
,how,WRB,O
,mega-events,NNS,O
,of,IN,O
,magmatic,JJ,O
,upwelling,NN,O
,followed,VBN,O
,by,IN,O
,lithospheric,JJ,O
,cooling,NN,O
,may,MD,O
,control,VB,B-nat
,passive,JJ,O
,-,HYPH,O
,margin,NN,O
,sedimentation,NN,B-nat
,and,CC,O
,stratigraphic,JJ,B-nat
,patterns,NNS,I-nat
,",",",",O
,as,IN,O
,occurred,VBN,O
,in,IN,O
,northern,JJ,O
,India,NNP,B-tim
,first,JJ,O
,in,IN,O
,the,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,and,CC,O
,next,JJ,O
,in,IN,O
,the,DT,O
,latest,JJS,O
,Cretaceous,JJ,B-tim
,/,HYPH,O
,Paleocene,NN,B-tim
,.,.,O
,.,.,O
Sentence: 830,This,DT,O
,article,NN,O
,illustrates,VBZ,O
,how,WRB,O
,mega-events,NNS,O
,of,IN,O
,magmatic,JJ,O
,upwelling,NN,O
,followed,VBN,O
,by,IN,O
,lithospheric,JJ,O
,cooling,NN,O
,may,MD,O
,control,VB,B-nat
,passive,JJ,O
,-,HYPH,O
,margin,NN,O
,sedimentation,NN,B-nat
,and,CC,O
,stratigraphic,JJ,B-nat
,patterns,NNS,I-nat
,",",",",O
,as,IN,O
,occurred,VBN,O
,in,IN,O
,northern,JJ,O
,India,NNP,O
,first,JJ,O
,in,IN,O
,the,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,and,CC,O
,next,JJ,O
,in,IN,O
,the,DT,O
,latest,JJS,O
,Cretaceous,JJ,B-tim
,/,HYPH,O
,Paleocene,NN,O
,.,.,O
,?,SYM,O
,2014,CD,B-tim
,International,NNP,I-tim
,Association,NNP,B-tim
,for,IN,O
,Gondwana,NNP,O
,Research,NNP,O
,.,.,O
Sentence: 831,The,DT,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,sedimentary,JJ,B-nat
,evolution,NN,I-nat
,of,IN,O
,the,DT,O
,Indian,JJ,O
,continental,JJ,O
,margin,NN,O
,facing,VBG,O
,Neotethys,NNS,O
,(,-LRB-,O
,Tethys,NNP,O
,Himalaya,NNP,B-geo
,),-RRB-,O
,has,VBZ,O
,long,RB,O
,been,VBN,O
,suspected,VBN,O
,to,IN,O
,record,NN,O
,a,DT,O
,major,JJ,O
,tectonic,JJ,O
,event,NN,O
,(,-LRB-,O
,Fig1,NN,O
,;,:,O
,Searle,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1987,CD,O
,;,:,O
,Yin,NNP,O
,and,CC,O
,Harrison,NNP,O
,",",",",O
,2000,CD,O
,;,:,O
,Murphy,NNP,O
,and,CC,O
,Yin,NNP,O
,",",",",O
,2003,CD,O
,),-RRB-,O
,.,.,O
Sentence: 832,Other,JJ,O
,authors,NNS,O
,have,VBP,O
,favored,VBN,O
,an,DT,O
,early,JJ,O
,collision,NN,O
,between,IN,O
,India,NNP,O
,and,CC,O
,Asia,NNP,O
,",",",",O
,based,VBN,O
,on,IN,O
,the,DT,O
,supposed,VBN,O
,Eurasian,JJ,O
,character,NN,O
,of,IN,O
,Cretaceous,JJ,O
,/,HYPH,O
,Tertiary,JJ,O
,boundary,NN,B-nat
,terrestrial,JJ,I-nat
,faunas,NNS,B-nat
,in,IN,O
,India,NNP,O
,(,-LRB-,O
,Jaeger,NNP,O
,et,FW,O
,al.,FW,O
,",1989",NN,O
,),-RRB-,O
,",",",",O
,detrital,JJ,O
,geochronology,NN,O
,(,-LRB-,O
,Cai,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,",",",",O
,or,CC,O
,paleomagnetic,JJ,O
,data,NNS,O
,(,-LRB-,O
,Yi,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,.,.,O
Sentence: 833,Alternatively,RB,O
,",",",",O
,and,CC,O
,without,IN,O
,postulating,VBG,O
,any,DT,O
,extraneous,JJ,O
,hypothetical,JJ,O
,entity,NN,O
,",",",",O
,the,DT,O
,Tethys,NNP,B-tim
,Himalaya,NNP,O
,succession,NN,O
,may,MD,O
,have,VB,O
,simply,RB,O
,recorded,VBN,O
,the,DT,O
,major,JJ,O
,anorogenic,JJ,O
,event,NN,O
,that,WDT,O
,affected,VBD,O
,the,DT,O
,Indian,JJ,O
,subcontinent,NN,O
,at,IN,O
,the,DT,O
,close,NN,O
,of,IN,O
,the,DT,O
,Cretaceous,JJ,B-tim
,(,-LRB-,O
,Gaetani,NNP,O
,and,CC,O
,Garzanti,NNP,O
,",",",",O
,1991,CD,O
,;,:,O
,※,``,O
,Model,NN,O
,1,CD,O
,§,'',O
,of,IN,O
,Hu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2012,CD,O
,),-RRB-,O
,.,.,O
,In,IN,O
,this,DT,O
,article,NN,O
,we,PRP,O
,present,VBP,O
,first,RB,O
,a,DT,O
,concise,JJ,O
,description,NN,O
,of,IN,O
,the,DT,O
,Cretaceous,JJ,B-tim
,to,IN,O
,Paleocene,NNP,B-tim
,Tethys,NNP,I-tim
,Himalayan,NNP,B-tim
,stratigraphic,JJ,B-nat
,record,NN,I-nat
,(,-LRB-,O
,Fig,NN,O
,.,.,O
Sentence: 834,In,IN,O
,this,DT,O
,article,NN,O
,we,PRP,O
,present,VBP,O
,first,RB,O
,a,DT,O
,concise,JJ,O
,description,NN,O
,of,IN,O
,the,DT,O
,Cretaceous,JJ,B-tim
,to,IN,O
